name,language,prompt,doctests,original,prompt_terminology,tests,stop_tokens
HumanEval_18_how_many_times,jl,""""""" Find how many times a given substring can be found in the original string. Count overlaping cases.
>>> how_many_times("""", ""a"")
0
>>> how_many_times(""aaa"", ""a"")
3
>>> how_many_times(""aaaa"", ""aa"")
3""""""
function how_many_times(string::String, substring::String)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_18_how_many_times.py,reworded,"using Test

@testset begin

candidate = how_many_times;
	@test(candidate("""", ""x"") == 0)
	@test(candidate(""xyxyxyx"", ""x"") == 4)
	@test(candidate(""cacacacac"", ""cac"") == 4)
	@test(candidate(""john doe"", ""john"") == 1)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_19_sort_numbers,jl,""""""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
Return the string with numbers sorted from smallest to largest
>>> sort_numbers(""three one five"")
""one three five""""""""
function sort_numbers(numbers::String)::String 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_19_sort_numbers.py,reworded,"using Test

@testset begin

candidate = sort_numbers;
	@test(candidate("""") == """")
	@test(candidate(""three"") == ""three"")
	@test(candidate(""three five nine"") == ""three five nine"")
	@test(candidate(""five zero four seven nine eight"") == ""zero four five seven eight nine"")
	@test(candidate(""six five four three two one zero"") == ""zero one two three four five six"")
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_1_separate_paren_groups,jl,""""""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
separate those group into separate strings and return the vector of those.
Separate groups are balanced (each open brace is properly closed) and not nested within each other
Ignore any spaces in the input string.
>>> separate_paren_groups(""( ) (( )) (( )( ))"")
[""()"", ""(())"", ""(()())""]""""""
function separate_paren_groups(paren_string::String)::Vector{String} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_1_separate_paren_groups.py,reworded,"using Test

@testset begin

candidate = separate_paren_groups;
	@test(candidate(""(()()) ((())) () ((())()())"") == [""(()())"", ""((()))"", ""()"", ""((())()())""])
	@test(candidate(""() (()) ((())) (((())))"") == [""()"", ""(())"", ""((()))"", ""(((())))""])
	@test(candidate(""(()(())((())))"") == [""(()(())((())))""])
	@test(candidate(""( ) (( )) (( )( ))"") == [""()"", ""(())"", ""(()())""])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_20_find_closest_elements,jl,""""""" From a supplied vector of numbers (of length at least two) select and return two that are the closest to each
other and return them in order (smaller number, larger number).
>>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
(2.0, 2.2)
>>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
(2.0, 2.0)""""""
function find_closest_elements(numbers::Vector{Float64})::Tuple{Float64, Float64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_20_find_closest_elements.py,reworded,"using Test

@testset begin

candidate = find_closest_elements;
	@test(candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2]) == (3.9, 4.0))
	@test(candidate([1.0, 2.0, 5.9, 4.0, 5.0]) == (5.0, 5.9))
	@test(candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.2]) == (2.0, 2.2))
	@test(candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0]) == (2.0, 2.0))
	@test(candidate([1.1, 2.2, 3.1, 4.1, 5.1]) == (2.2, 3.1))
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_21_rescale_to_unit,jl,""""""" Given vector of numbers (of at least two elements), apply a linear transform to that vector,
such that the smallest number will become 0 and the largest will become 1
>>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
[0.0, 0.25, 0.5, 0.75, 1.0]""""""
function rescale_to_unit(numbers::Vector{Float64})::Vector{Float64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_21_rescale_to_unit.py,reworded,"using Test

@testset begin

candidate = rescale_to_unit;
	@test(candidate([2.0, 49.9]) == [0.0, 1.0])
	@test(candidate([100.0, 49.9]) == [1.0, 0.0])
	@test(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) == [0.0, 0.25, 0.5, 0.75, 1.0])
	@test(candidate([2.0, 1.0, 5.0, 3.0, 4.0]) == [0.25, 0.0, 1.0, 0.5, 0.75])
	@test(candidate([12.0, 11.0, 15.0, 13.0, 14.0]) == [0.25, 0.0, 1.0, 0.5, 0.75])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_22_filter_integers,jl,""""""" Filter given vector of any jlthon values only for integers
>>> filter_integers([""a"", 3.14, 5])
[5]
>>> filter_integers([1, 2, 3, ""abc"", Dict(), []])
[1, 2, 3]""""""
function filter_integers(values::Vector{Any})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_22_filter_integers.py,reworded,"using Test

@testset begin

candidate = filter_integers;
	@test(candidate(Vector{Any}([])) == Vector{Int64}([]))
	@test(candidate([4, Dict(), [], 23.2, 9, ""adasd""]) == [4, 9])
	@test(candidate([3, ""c"", 3, 3, ""a"", ""b""]) == [3, 3, 3])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_23_strlen,jl,""""""" Return length of given string
>>> strlen("""")
0
>>> strlen(""abc"")
3""""""
function strlen(string::String)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_23_strlen.py,reworded,"using Test

@testset begin

candidate = strlen;
	@test(candidate("""") == 0)
	@test(candidate(""x"") == 1)
	@test(candidate(""asdasnakj"") == 9)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_24_largest_divisor,jl,""""""" For a given number n, find the largest number that divides n evenly, smaller than n
>>> largest_divisor(15)
5""""""
function largest_divisor(n::Int64)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_24_largest_divisor.py,reworded,"using Test

@testset begin

candidate = largest_divisor;
	@test(candidate(3) == 1)
	@test(candidate(7) == 1)
	@test(candidate(10) == 5)
	@test(candidate(100) == 50)
	@test(candidate(49) == 7)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_25_factorize,jl,""""""" Return vector of prime factors of given integer in the order from smallest to largest.
Each of the factors should be vectored number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]""""""
function factorize(n::Int64)::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_25_factorize.py,reworded,"using Test

@testset begin

candidate = factorize;
	@test(candidate(2) == [2])
	@test(candidate(4) == [2, 2])
	@test(candidate(8) == [2, 2, 2])
	@test(candidate(57) == [3, 19])
	@test(candidate(3249) == [3, 3, 19, 19])
	@test(candidate(185193) == [3, 3, 3, 19, 19, 19])
	@test(candidate(20577) == [3, 19, 19, 19])
	@test(candidate(18) == [2, 3, 3])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_26_remove_duplicates,jl,""""""" From a vector of integers, remove all elements that occur more than once.
Keep order of elements left the same as in the input.
>>> remove_duplicates([1, 2, 3, 2, 4])
[1, 3, 4]""""""
function remove_duplicates(numbers::Vector{Int64})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_26_remove_duplicates.py,reworded,"using Test

@testset begin

candidate = remove_duplicates;
	@test(candidate(Vector{Int64}([])) == Vector{Int64}([]))
	@test(candidate([1, 2, 3, 4]) == [1, 2, 3, 4])
	@test(candidate([1, 2, 3, 2, 4, 3, 5]) == [1, 4, 5])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_27_flip_case,jl,""""""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
>>> flip_case(""Hello"")
""hELLO""""""""
function flip_case(string::String)::String 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_27_flip_case.py,reworded,"using Test

@testset begin

candidate = flip_case;
	@test(candidate("""") == """")
	@test(candidate(""Hello!"") == ""hELLO!"")
	@test(candidate(""These violent delights have violent ends"") == ""tHESE VIOLENT DELIGHTS HAVE VIOLENT ENDS"")
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_28_concatenate,jl,""""""" Concatenate vector of strings into a single string
>>> concatenate([])
""""
>>> concatenate([""a"", ""b"", ""c""])
""abc""""""""
function concatenate(strings::Vector{String})::String 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_28_concatenate.py,reworded,"using Test

@testset begin

candidate = concatenate;
	@test(candidate(Vector{String}([])) == """")
	@test(candidate([""x"", ""y"", ""z""]) == ""xyz"")
	@test(candidate([""x"", ""y"", ""z"", ""w"", ""k""]) == ""xyzwk"")
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_29_filter_by_prefix,jl,""""""" Filter an input vector of strings only for ones that start with a given prefix.
>>> filter_by_prefix([], ""a"")
[]
>>> filter_by_prefix([""abc"", ""bcd"", ""cde"", ""array""], ""a"")
[""abc"", ""array""]""""""
function filter_by_prefix(strings::Vector{String}, prefix::String)::Vector{String} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_29_filter_by_prefix.py,reworded,"using Test

@testset begin

candidate = filter_by_prefix;
	@test(candidate(Vector{String}([]), ""john"") == Vector{String}([]))
	@test(candidate([""xxx"", ""asd"", ""xxy"", ""john doe"", ""xxxAAA"", ""xxx""], ""xxx"") == [""xxx"", ""xxxAAA"", ""xxx""])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_2_truncate_number,jl,""""""" Given a positive floating point number, it can be decomposed into
and integer part (largest integer smaller than given number) and decimals
(leftover part always smaller than 1).
Return the decimal part of the number.
>>> truncate_number(3.5)
0.5""""""
function truncate_number(number::Float64)::Float64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_2_truncate_number.py,reworded,"using Test

@testset begin

candidate = truncate_number;
	@test(candidate(3.5) == 0.5)
	@test(candidate(1.25) == 0.25)
	@test(candidate(123.0) == 0.0)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_30_get_positive,jl,"""""""Return only positive numbers in the vector.
>>> get_positive([-1, 2, -4, 5, 6])
[2, 5, 6]
>>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
[5, 3, 2, 3, 9, 123, 1]""""""
function get_positive(l::Vector{Int64})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_30_get_positive.py,reworded,"using Test

@testset begin

candidate = get_positive;
	@test(candidate([-1, -2, 4, 5, 6]) == [4, 5, 6])
	@test(candidate([5, 3, -5, 2, 3, 3, 9, 0, 123, 1, -10]) == [5, 3, 2, 3, 3, 9, 123, 1])
	@test(candidate([-1, -2]) == Vector{Int64}([]))
	@test(candidate(Vector{Int64}([])) == Vector{Int64}([]))
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_31_is_prime,jl,"""""""Return true if a given number is prime, and false otherwise.
>>> is_prime(6)
false
>>> is_prime(101)
true
>>> is_prime(11)
true
>>> is_prime(13441)
true
>>> is_prime(61)
true
>>> is_prime(4)
false
>>> is_prime(1)
false""""""
function is_prime(n::Int64)::Bool 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_31_is_prime.py,reworded,"using Test

@testset begin

candidate = is_prime;
	@test(candidate(6) == false)
	@test(candidate(101) == true)
	@test(candidate(11) == true)
	@test(candidate(13441) == true)
	@test(candidate(61) == true)
	@test(candidate(4) == false)
	@test(candidate(1) == false)
	@test(candidate(5) == true)
	@test(candidate(11) == true)
	@test(candidate(17) == true)
	@test(candidate(85) == false)
	@test(candidate(77) == false)
	@test(candidate(255379) == false)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_33_sort_third,jl,"""""""This function takes a vector l and returns a vector l' such that
l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
to the values of the corresponding indicies of l, but sorted.
>>> sort_third([1, 2, 3])
[1, 2, 3]
>>> sort_third([5, 6, 3, 4, 8, 9, 2])
[2, 6, 3, 4, 8, 9, 5]""""""
function sort_third(l::Vector{Int64})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_33_sort_third.py,reworded,"using Test

@testset begin

candidate = sort_third;
	@test(candidate([5, 6, 3, 4, 8, 9, 2]) == [2, 6, 3, 4, 8, 9, 5])
	@test(candidate([5, 8, 3, 4, 6, 9, 2]) == [2, 8, 3, 4, 6, 9, 5])
	@test(candidate([5, 6, 9, 4, 8, 3, 2]) == [2, 6, 9, 4, 8, 3, 5])
	@test(candidate([5, 6, 3, 4, 8, 9, 2, 1]) == [2, 6, 3, 4, 8, 9, 5, 1])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_34_unique,jl,"""""""Return sorted unique elements in a vector
>>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
[0, 2, 3, 5, 9, 123]""""""
function unique(l::Vector{Int64})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_34_unique.py,reworded,"using Test

@testset begin

candidate = unique;
	@test(candidate([5, 3, 5, 2, 3, 3, 9, 0, 123]) == [0, 2, 3, 5, 9, 123])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_35_max_element,jl,"""""""Return maximum element in the vector.
>>> max_element([1, 2, 3])
3
>>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
123""""""
function max_element(l::Vector{Int64})::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_35_max_element.py,reworded,"using Test

@testset begin

candidate = max_element;
	@test(candidate([1, 2, 3]) == 3)
	@test(candidate([5, 3, -5, 2, -3, 3, 9, 0, 124, 1, -10]) == 124)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_36_fizz_buzz,jl,"""""""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
>>> fizz_buzz(50)
0
>>> fizz_buzz(78)
2
>>> fizz_buzz(79)
3""""""
function fizz_buzz(n::Int64)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_36_fizz_buzz.py,reworded,"using Test

@testset begin

candidate = fizz_buzz;
	@test(candidate(50) == 0)
	@test(candidate(78) == 2)
	@test(candidate(79) == 3)
	@test(candidate(100) == 3)
	@test(candidate(200) == 6)
	@test(candidate(4000) == 192)
	@test(candidate(10000) == 639)
	@test(candidate(100000) == 8026)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_37_sort_even,jl,"""""""This function takes a vector l and returns a vector l' such that
l' is identical to l in the odd indicies, while its values at the even indicies are equal
to the values of the even indicies of l, but sorted.
>>> sort_even([1, 2, 3])
[1, 2, 3]
>>> sort_even([5, 6, 3, 4])
[3, 6, 5, 4]""""""
function sort_even(l::Vector{Int64})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_37_sort_even.py,reworded,"using Test

@testset begin

candidate = sort_even;
	@test(candidate([1, 2, 3]) == [1, 2, 3])
	@test(candidate([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10]) == [-10, 3, -5, 2, -3, 3, 5, 0, 9, 1, 123])
	@test(candidate([5, 8, -12, 4, 23, 2, 3, 11, 12, -10]) == [-12, 8, 3, 4, 5, 2, 12, 11, 23, -10])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_39_prime_fib,jl,"""""""prime_fib returns n-th number that is a Fibonacci number and it's also prime.
>>> prime_fib(1)
2
>>> prime_fib(2)
3
>>> prime_fib(3)
5
>>> prime_fib(4)
13
>>> prime_fib(5)
89""""""
function prime_fib(n::Int64)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_39_prime_fib.py,reworded,"using Test

@testset begin

candidate = prime_fib;
	@test(candidate(1) == 2)
	@test(candidate(2) == 3)
	@test(candidate(3) == 5)
	@test(candidate(4) == 13)
	@test(candidate(5) == 89)
	@test(candidate(6) == 233)
	@test(candidate(7) == 1597)
	@test(candidate(8) == 28657)
	@test(candidate(9) == 514229)
	@test(candidate(10) == 433494437)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_3_below_zero,jl,""""""" You're given a vector of deposit and withdrawal operations on a bank account that starts with
zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
at that point function should return true. Otherwise it should return false.
>>> below_zero([1, 2, 3])
false
>>> below_zero([1, 2, -4, 5])
true""""""
function below_zero(operations::Vector{Int64})::Bool 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_3_below_zero.py,reworded,"using Test

@testset begin

candidate = below_zero;
	@test(candidate(Vector{Int64}([])) == false)
	@test(candidate([1, 2, -3, 1, 2, -3]) == false)
	@test(candidate([1, 2, -4, 5, 6]) == true)
	@test(candidate([1, -1, 2, -2, 5, -5, 4, -4]) == false)
	@test(candidate([1, -1, 2, -2, 5, -5, 4, -5]) == true)
	@test(candidate([1, -2, 2, -2, 5, -5, 4, -4]) == true)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_40_triples_sum_to_zero,jl,"""""""triples_sum_to_zero takes a vector of integers as an input.
it returns true if there are three distinct elements in the vector that
sum to zero, and false otherwise.
>>> triples_sum_to_zero([1, 3, 5, 0])
false
>>> triples_sum_to_zero([1, 3, -2, 1])
true
>>> triples_sum_to_zero([1, 2, 3, 7])
false
>>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
true
>>> triples_sum_to_zero([1])
false""""""
function triples_sum_to_zero(l::Vector{Int64})::Bool 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_40_triples_sum_to_zero.py,reworded,"using Test

@testset begin

candidate = triples_sum_to_zero;
	@test(candidate([1, 3, 5, 0]) == false)
	@test(candidate([1, 3, 5, -1]) == false)
	@test(candidate([1, 3, -2, 1]) == true)
	@test(candidate([1, 2, 3, 7]) == false)
	@test(candidate([1, 2, 5, 7]) == false)
	@test(candidate([2, 4, -5, 3, 9, 7]) == true)
	@test(candidate([1]) == false)
	@test(candidate([1, 3, 5, -100]) == false)
	@test(candidate([100, 3, 5, -100]) == false)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_41_car_race_collision,jl,"""""""Imagine a road that's a perfectly straight infinitely long line.
n cars are driving left to right;  simultaneously, a different set of n cars
are driving right to left.   The two sets of cars start out being very far from
each other.  All cars move in the same speed.  Two cars are said to collide
when a car that's moving left to right hits a car that's moving right to left.
However, the cars are infinitely sturdy and strong; as a result, they continue moving
in their trajectory as if they did not collide.
This function outputs the number of such collisions.""""""
function car_race_collision(n::Int64)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_41_car_race_collision.py,reworded,"using Test

@testset begin

candidate = car_race_collision;
	@test(candidate(2) == 4)
	@test(candidate(3) == 9)
	@test(candidate(4) == 16)
	@test(candidate(8) == 64)
	@test(candidate(10) == 100)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_42_incr_list,jl,"""""""Return vector with elements incremented by 1.
>>> incr_list([1, 2, 3])
[2, 3, 4]
>>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
[6, 4, 6, 3, 4, 4, 10, 1, 124]""""""
function incr_list(l::Vector{Int64})::Vector{Int64} 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_42_incr_list.py,reworded,"using Test

@testset begin

candidate = incr_list;
	@test(candidate(Vector{Int64}([])) == Vector{Int64}([]))
	@test(candidate([3, 2, 1]) == [4, 3, 2])
	@test(candidate([5, 2, 5, 2, 3, 3, 9, 0, 123]) == [6, 3, 6, 3, 4, 4, 10, 1, 124])
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_43_pairs_sum_to_zero,jl,"""""""pairs_sum_to_zero takes a vector of integers as an input.
it returns true if there are two distinct elements in the vector that
sum to zero, and false otherwise.
>>> pairs_sum_to_zero([1, 3, 5, 0])
false
>>> pairs_sum_to_zero([1, 3, -2, 1])
false
>>> pairs_sum_to_zero([1, 2, 3, 7])
false
>>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
true
>>> pairs_sum_to_zero([1])
false""""""
function pairs_sum_to_zero(l::Vector{Int64})::Bool 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_43_pairs_sum_to_zero.py,reworded,"using Test

@testset begin

candidate = pairs_sum_to_zero;
	@test(candidate([1, 3, 5, 0]) == false)
	@test(candidate([1, 3, -2, 1]) == false)
	@test(candidate([1, 2, 3, 7]) == false)
	@test(candidate([2, 4, -5, 3, 5, 7]) == true)
	@test(candidate([1]) == false)
	@test(candidate([-3, 9, -1, 3, 2, 30]) == true)
	@test(candidate([-3, 9, -1, 3, 2, 31]) == true)
	@test(candidate([-3, 9, -1, 4, 2, 30]) == false)
	@test(candidate([-3, 9, -1, 4, 2, 31]) == false)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_44_change_base,jl,"""""""Change numerical base of input number x to base.
return string representation after the conversion.
base numbers are less than 10.
>>> change_base(8, 3)
""22""
>>> change_base(8, 2)
""1000""
>>> change_base(7, 2)
""111""""""""
function change_base(x::Int64, base::Int64)::String 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_44_change_base.py,reworded,"using Test

@testset begin

candidate = change_base;
	@test(candidate(8, 3) == ""22"")
	@test(candidate(9, 3) == ""100"")
	@test(candidate(234, 2) == ""11101010"")
	@test(candidate(16, 2) == ""10000"")
	@test(candidate(8, 2) == ""1000"")
	@test(candidate(7, 2) == ""111"")
	@test(candidate(2, 3) == ""2"")
	@test(candidate(3, 4) == ""3"")
	@test(candidate(4, 5) == ""4"")
	@test(candidate(5, 6) == ""5"")
	@test(candidate(6, 7) == ""6"")
	@test(candidate(7, 8) == ""7"")
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_45_triangle_area,jl,"""""""Given length of a side and high return area for a triangle.
>>> triangle_area(5, 3)
7.5""""""
function triangle_area(a::Int64, h::Int64)::Float64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_45_triangle_area.py,reworded,"using Test

@testset begin

candidate = triangle_area;
	@test(candidate(5, 3) == 7.5)
	@test(candidate(2, 2) == 2.0)
	@test(candidate(10, 8) == 40.0)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_46_fib4,jl,"""""""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
fib4(0) -> 0
fib4(1) -> 0
fib4(2) -> 2
fib4(3) -> 0
fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
>>> fib4(5)
4
>>> fib4(6)
8
>>> fib4(7)
14""""""
function fib4(n::Int64)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_46_fib4.py,reworded,"using Test

@testset begin

candidate = fib4;
	@test(candidate(5) == 4)
	@test(candidate(8) == 28)
	@test(candidate(10) == 104)
	@test(candidate(12) == 386)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_47_median,jl,"""""""Return median of elements in the vector l.
>>> median([3, 1, 2, 4, 5])
3
>>> median([-10, 4, 6, 1000, 10, 20])
15.0""""""
function median(l::Vector{Int64})::Float64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_47_median.py,reworded,"using Test

@testset begin

candidate = median;
	@test(candidate([3, 1, 2, 4, 5]) == 3)
	@test(candidate([-10, 4, 6, 1000, 10, 20]) == 8.0)
	@test(candidate([5]) == 5)
	@test(candidate([6, 5]) == 5.5)
	@test(candidate([8, 1, 3, 9, 9, 2, 7]) == 7)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_48_is_palindrome,jl,"""""""Checks if given string is a palindrome
>>> is_palindrome("""")
true
>>> is_palindrome(""aba"")
true
>>> is_palindrome(""aaaaa"")
true
>>> is_palindrome(""zbcd"")
false""""""
function is_palindrome(text::String)::Bool 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_48_is_palindrome.py,reworded,"using Test

@testset begin

candidate = is_palindrome;
	@test(candidate("""") == true)
	@test(candidate(""aba"") == true)
	@test(candidate(""aaaaa"") == true)
	@test(candidate(""zbcd"") == false)
	@test(candidate(""xywyx"") == true)
	@test(candidate(""xywyz"") == false)
	@test(candidate(""xywzx"") == false)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_49_modp,jl,"""""""Return 2^n modulo p (be aware of numerics).
>>> modp(3, 5)
3
>>> modp(1101, 101)
2
>>> modp(0, 101)
1
>>> modp(3, 11)
8
>>> modp(100, 101)
1""""""
function modp(n::Int64, p::Int64)::Int64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_49_modp.py,reworded,"using Test

@testset begin

candidate = modp;
	@test(candidate(3, 5) == 3)
	@test(candidate(1101, 101) == 2)
	@test(candidate(0, 101) == 1)
	@test(candidate(3, 11) == 8)
	@test(candidate(100, 101) == 1)
	@test(candidate(30, 5) == 4)
	@test(candidate(31, 5) == 3)
end
","['\nfunction', '\nmacro', '\n\n']"
HumanEval_4_mean_absolute_deviation,jl,""""""" For a given vector of input numbers, calculate Mean Absolute Deviation
around the mean of this dataset.
Mean Absolute Deviation is the average absolute difference between each
element and a centerpoint (mean in this case):
MAD = average | x - x_mean |
>>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
1.0""""""
function mean_absolute_deviation(numbers::Vector{Float64})::Float64 
",transform,/home/arjun/repos/nuprl/MultiPL-E/datasets/../datasets/originals-with-cleaned-doctests/HumanEval_4_mean_absolute_deviation.py,reworded,"using Test

@testset begin

candidate = mean_absolute_deviation;
	@test(candidate([1.0, 2.0]) == 0.5)
	@test(candidate([1.0, 2.0, 3.0, 4.0]) == 1.0)
	@test(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) == 1.2)
end
","['\nfunction', '\nmacro', '\n\n']"
